Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id
J,"Chau, Hung; Labutov, Igor; Thaker, Khushboo; He, Daqing; Brusilovsky, Peter",,,,"Thaker, Khushboo/ADA-0520-2022; Brusilovsky, Peter/AAJ-2440-2020","Thaker, Khushboo/0000-0003-3619-9376; Brusilovsky, Peter/0000-0002-1902-1464; He, Daqing/0000-0002-4645-8696",,,Automatic Concept Extraction for Domain and Student Modeling in Adaptive Textbooks,,,,,,,,INTERNATIONAL JOURNAL OF ARTIFICIAL INTELLIGENCE IN EDUCATION,,,,31,4,,,820,846,,,,10.1007/s40593-020-00207-1,,,,,AUG 2020,,Article,DEC 2021,2021,"The increasing popularity of digital textbooks as a new learning media has resulted in a growing interest in developing a new generation ofadaptive textbooksthat can help readers to learn better through adapting to the readers' learning goals and the current state of knowledge. These adaptive textbooks are most frequently powered by internal knowledge models, which associate a list of unique domain knowledge concepts with each section of the textbook. With this kind of concept-level knowledge representation, a number of intelligent operations could be performed, which include student modeling, adaptive navigation support, and content recommendation. However, manual indexing of each textbook section with concepts is challenging, time-consuming, and prone to errors. Modern research in the area of natural language processing offers an attractive alternative, calledautomatic keyphrase extraction. While a range of keyphrase and concept extraction methods have been developed over the last twenty years, few of the known approaches were applied and evaluated in a textbook context. In this paper, we present FACE, a supervised feature-based machine learning method for automatic concept extractions from digital textbooks. This method has been created for building domain and student models that form the core of intelligent textbooks. We evaluated FACE on a newly constructed full-scale dataset by assessing how well it approximates concept annotations produced by human experts and how well it supports the needs of student modeling. The results show that FACE outperforms several state-of-the-art keyphrase extraction methods.",,,,,,,,,13,0,0,0,0,1,13,,,1560-4292,1560-4306,,,,,,,"Univ Pittsburgh, Sch Comp & Informat, 135 N Bellefield, Pittsburgh, PA 15213 USACarnegie Mellon Univ, Machine Learning Dept, 5000 Forbes Ave, Pittsburgh, PA 15213 USA",,,,2020-08-14,WOS:000554855100001,
S,"Kim, Sung-il; Lee, Myung-Jin; Lee, Woogul; So, Yeonhee; Han, Cheon-woo; Lim, Karam; Hwang, Su-Young; Yun, Sung-Hyun; Choi, Dong-Seong; Yoon, Misun",,,,"Yun, Sung-Hyun/B-5497-2013","Kim, Sung-il/0000-0002-3861-7036","Corchado, E; Yin, H; Botti, V; Fyfe, C",,Student modeling for adaptive teachable agent to enhance interest and comprehension,,,,,,,,"INTELLIGENT DATA ENGINEERING AND AUTOMATED LEARNING - IDEAL 2006, PROCEEDINGS",,LECTURE NOTES IN COMPUTER SCIENCE,,4224,,,,1234,1241,,,,,,,,,,,Article; Proceedings Paper,2006,2006,"Recent development of teachable agent focuses on individualization and provides learners with active roles of knowledge constructors. The adaptive agent aims to maximize the learner's cognitive functions as well as to enhance the learner's interests in and motivation for learning. To establish the relationships between user characteristics and response patterns and to develop an algorithm based on the relationship, the individual characteristics of the learner were measured and the log data during interaction with the teachable agent named KORI were collected. A correlation analysis was conducted to identify the relationships among individual characteristics, user responses, and learning. Of the hundreds of possible relationships among numerous variables in three dimensions, nine key user responses were extracted, which were highly correlated with either the individual characteristics or learning outcomes. The results suggested that the construction of an individualized student model based on the ongoing response pattern of the user would be useful indices for predicting the learners' individual characteristics and ongoing learning outcome. This study proposes a new type of method for assessing individual differences and dynamic cognitive/motivational changes rather than measuring them directly before or after learning.",,,,,7th International Conference on Intelligent Data Engineering and Automated Learning (IDEAL 2006)7th International Conference on Intelligent Data Engineering and Automated Learning (IDEAL 2006),"SEP 20-23, 2006SEP 20-23, 2006",,"Univ Burgos, Burgos, SPAINUniv Burgos, Burgos, SPAIN",2,0,0,0,0,0,2,,,0302-9743,,3-540-45485-3,,,,,,"Korea Univ, Dept Educ, Seoul 136701, South KoreaBaekseok Univ, Div Informat & Commun Engn, Cheonan, South KoreaBaekseok Univ, Div Design & Image, Cheonan, South KoreaJeonju Univ, Dept Teacher Educ, Jeonju, South Korea",,,,2006-01-01,WOS:000241790900146,
J,"Troussas, Christos; Krouska, Akrivi; Sgouropoulou, Cleo",,,,"Krouska, Akrivi/ABA-8421-2021; Sgouropoulou, Cleo/AAB-7645-2022","Sgouropoulou, Cleo/0000-0001-8173-2622",,,Collaboration and fuzzy-modeled personalization for mobile game based learning in higher education,,,,,,,,COMPUTERS & EDUCATION,,,,144,,,,,,103698,,,10.1016/j.compedu.2019.103698,,,,,,,Article,JAN 2020,2020,"Mobile game-based learning constitutes a hot issue in the related scientific literature since it promotes learning through an entertaining way and fosters student motivation to increase engagement in the educational process. As such, it can enhance the learning process and improve student participation. Towards this direction, this paper investigates how mobile learning and game-based learning can be utilized in higher education settings and analyzes the pedagogical affordance of their adoption. As a testbed for our research, we designed and implemented Quiz Time! which is an intelligent mobile game-based learning application for assessing and advancing learners' knowledge in the programming language C#. Quiz Time! employs an assessing knowledge module for testing the knowledge of learners, a vectorial-based recommendation module for proposing personalized collaboration in group playing, a dynamic fuzzy logic-based advice generator for tailored assistance to learners' profile and misconceptions, and a cognitive learner modeler supporting the aforementioned modules. Quiz Time! was used in a higher education institution for an academic semester and was evaluated by students and computer science experts using an established framework and the statistical hypothesis test. Regarding the evaluation results, the computer science experts validated the pedagogical adequacy of the application and the students highlighted its positive impact on learning and its usefulness. A major conclusion is that incorporating personalization and collaboration in mobile game-based learning can further assist students in higher education towards advancing their knowledge level.",,,,,,,,,111,0,0,0,2,0,111,,,0360-1315,1873-782X,,,,,,,"Univ Piraeus, Dept Informat, Piraeus, GreeceUniv West Attica, Dept Informat & Comp Engn, Athens, Greece",,,,2019-12-06,WOS:000498327800002,
J,,,,,,,"Abraham, A; Jain, LC; Kacprzyk, J",,Embodied emotional agent in intelligent training system,,,,,,,,RECENT ADVANCES IN INTELLIGENT PARADIGMS AND APPLICATIONS,,Studies in Fuzziness and Soft Computing,,113,,,,235,253,,,,,,,,,,,Article,2003,2003,,,,,,,,,,1,0,0,0,0,0,1,,,1434-9922,,,,,,,,"Univ Quebec, Dept Informat, Montreal, PQ H3C 3P8, Canada",Univ Quebec,,,2003-01-01,CCC:000183546900011,
S,"Morales, Rafael; van Labeke, Nicolas; Brna, Paul",,,,"Morales Gamboa, Rafael/C-1480-2010; Van Labeke, Nicolas/E-4806-2010","Morales Gamboa, Rafael/0000-0003-4347-6028; Van Labeke, Nicolas/0000-0001-5073-799X","Ikeda, M; Ashley, KD; Chan, TW",,Approximate modelling of the multi-dimensional learners,,,,,,,,"INTELLIGENT TUTORING SYSTEMS, PROCEEDINGS",,LECTURE NOTES IN COMPUTER SCIENCE,,4053,,,,555,564,,,,,,,,,,,Article; Proceedings Paper,2006,2006,"This paper describes the design of the learner modelling component of the LEACTIVEMATH system, which was conceived to integrate modelling of learners' competencies in a subject domain, motivational and affective dispositions and meta-cognition. This goal has been achieved by organising learner models as stacks, with the subject domain as ground layer and competency, motivation, affect and meta-cognition as upper layers. A concept map per layer defines each layer's elements and internal structure, and beliefs are associated to the applications of elements in upper-layers to elements in lower-layers. Beliefs are represented using belief functions and organised in a network constructed as the composition of all layers' concept maps, which is used for propagation of evidence.",,,,,8th International Conference on Intelligent Tutoring Systems8th International Conference on Intelligent Tutoring Systems,"JUN 26-30, 2006JUN 26-30, 2006",Natl Sci Council; Minist Educ; Taipei City Govt; Natl Sci & Technol Program e-Learning; Taiwanese Assoc Artificial IntelligenceNatl Sci Council; Minist Educ; Taipei City Govt; Natl Sci & Technol Program e-Learning; Taiwanese Assoc Artificial Intelligence,"Jhongli, TAIWANJhongli, TAIWAN",3,0,0,0,0,0,3,,,0302-9743,,3-540-35159-0,,,,,,"Univ Glasgow, SCRE Ctr, Glasgow G3 6NH, Lanark, Scotland",,,,2006-01-01,WOS:000239477100055,
J,"Tlili, Ahmed; Chang, Maiga; Moon, Jewoong; Liu, Zhichun; Burgos, Daniel; Chen, Nian-Shing; Kinshuk",,,,"Moon, Jewoong/AFN-2663-2022; Chen, Nian-Shing/B-7035-2009; Liu, Zhichun Lukas/ACQ-9802-2022","Chen, Nian-Shing/0000-0001-7768-0997; Liu, Zhichun Lukas/0000-0002-6402-9174",,,A Systematic Literature Review of Empirical Studies on Learning Analytics in Educational Games,,,,,,,,INTERNATIONAL JOURNAL OF INTERACTIVE MULTIMEDIA AND ARTIFICIAL INTELLIGENCE,,,,7,2,,,250,261,,,,10.9781/ijimai.2021.03.003,,,,,,,Review,DEC 2021,2021,"Learning analytics (LA) in educational games is considered an emerging practice due to its potential of enhancing the learning process. Growing research on formative assessment has shed light on the ways in which students' meaningful and in-situ learning experiences can be supported through educational games. To understand learners' playful experiences during gameplay, researchers have applied LA, which focuses on understanding students' in-game behaviour trajectories and personal learning needs during play. However, there is a lack of studies exploring how further research on LA in educational games can be conducted. Only a few analyses have discussed how LA has been designed, integrated, and implemented in educational games. Accordingly, this systematic literature review examined how LA in educational games has evolved. The study findings suggest that: (1) there is an increasing need to consider factors such as student modelling, iterative game design and personalisation when designing and implementing LA through educational games; and (2) the use of LA creates several challenges from technical, data management and ethical perspectives. In addition to outlining these findings, this article offers important notes for practitioners, and discusses the implications of the study's results.",,,,,,,,,5,0,0,0,0,0,5,,,1989-1660,,,,,,,,"Beijing Normal Univ, Smart Learning Inst, Beijing, Peoples R ChinaAthabasca Univ, Sch Comp & Informat Syst, Edmonton, AB, CanadaFlorida State Univ, Dept Educ Psychol & Learning Syst, Tallahassee, FL 32306 USAUniv Massachusetts Dartmouth, Kaput Ctr Res & Innovat STEM Educ, Dartmouth, MA USAUniv Int La Rioja UNIR, Res Inst Innovat & Technol Educ UNIR iTED, Logrono 26006, La Rioja, SpainNatl Yunlin Univ Sci & Technol, Dept Appl Foreign Languages, 123 Univ Rd,Sect 3, Touliu, Yunlin, TaiwanAsia Univ, Dept M Commerce & Multimedia Applicat, 500 Liufeng Rd, Taichung 41354, TaiwanUniv North Texas, Comp Sci, 3940 N Elm St,G 150, Denton, TX 76207 USAUniv North Texas, Coll Informat, 3940 N Elm St,G 150, Denton, TX 76207 USA",,,,2021-12-11,WOS:000724919200023,
S,"Wei, Fang; Blank, Glenn D.",,,,,,"Ikeda, M; Ashley, KD; Chan, TW",,Student modeling with atomic Bayesian networks,,,,,,,,"INTELLIGENT TUTORING SYSTEMS, PROCEEDINGS",,Lecture Notes in Computer Science,,4053,,,,491,502,,,,,,,,,,,Article; Proceedings Paper,2006,2006,"Atomic Bayesian Networks (ABNs) combine several valuable features in student models: prerequisite relationships, concept to solution step relationships, and real time responsiveness. Recent work addresses some of these features but have not combined them, which we believe is necessary in an ITS that helps students learn in a complex domain, in our case, object-oriented design. A refined representation of prerequisite relationships considers relationships between concepts as explicit knowledge units. Theorems show how to reduce the number of parameters required to a small constant, so that each ABN can guarantee a real time response. We evaluated ABN-based student models with 240 simulated students, investigating their behavior for different types of students and different slip and guess values. Holding slip and guess to equal, small values, ABNs are able to produce accurate diagnostic rates for student knowledge states.",,,,,8th International Conference on Intelligent Tutoring Systems8th International Conference on Intelligent Tutoring Systems,"JUN 26-30, 2006JUN 26-30, 2006",Natl Sci Council; Minist Educ; Taipei City Govt; Natl Sci & Technol Program e-Learning; Taiwanese Assoc Artificial IntelligenceNatl Sci Council; Minist Educ; Taipei City Govt; Natl Sci & Technol Program e-Learning; Taiwanese Assoc Artificial Intelligence,"Jhongli, TAIWANJhongli, TAIWAN",2,0,0,0,0,0,2,,,0302-9743,1611-3349,3-540-35159-0,,,,,,"Lehigh Univ, Bethlehem, PA 18015 USA",,,,2006-01-01,WOS:000239477100049,
J,"Attenborough, Paul; Towns, Jacquelyn; Fazalbhoy, Azharuddin; Fitzgerald, Kylie",,,,,"Fitzgerald, Kylie/0000-0002-2412-0889; Attenborough, Paul/0000-0002-1643-3850",,,Clinical assessment during a global pandemic - Transitioning to a COVID safe hybrid OSCE,,,,,,,,INTERNATIONAL JOURNAL OF OSTEOPATHIC MEDICINE,,,,42,,,,1,4,,,,10.1016/j.ijosm.2021.10.004,,,,,NOV 2021,,Article,DEC 2021,2021,"Objective structured clinical examinations (OSCEs) are often used to assess the clinical competence of students in preprofessional osteopathy training. During the COVID-19 global pandemic, the final year OSCE in the RMIT University osteopathy program was redeveloped leveraging online technologies within COVID-19 guidelines such as hygiene and occupancy limitations. Final year osteopathy students were assessed using a hybrid ten station OSCE, comprising both online and face-to-face components. The examination was led by a pre-recorded narrated PowerPoint video. The video contained instructions, case information for five cases and prompts for the practical stations. A student model stepped into the room as needed for practical stations. The examiner assessed students from another room via video streaming, with limited interaction with students. The hybrid OSCE was conducted safely during Stage 4 restrictions adhering to COVID Safe guidelines, allowing robust competency assessment of final year students, enabling timely graduation and transition to practice. Institutional support, technology infrastructure, clear communication and stakeholder collaboration are key to successful implementation. The hybrid OSCE format offers a potential solution for institutions delivering high-stakes assessment in the continuing challenges of clinical assessment in the post COVID landscape. Adopting hybrid assessment formats may facilitate remote assessment of students in clinical placements.",,,,,,,,,1,0,0,0,0,0,1,,,1746-0689,1878-0164,,,,,,,"RMIT Univ, Sch Hlth & Biomed Sci, Melbourne, Vic, AustraliaUniv Melbourne, Dept Med Educ, Melbourne, Vic, Australia",,,,2022-02-28,WOS:000756800300001,34671414
J,"Rajendran, Ramkumar; Iyer, Sridhar; Murthy, Sahana; Wilson, Campbell; Sheard, Judithe",,,,"Wilson, Campbell C/B-1297-2008; Iyer, Sridhar/AAD-2774-2020","Rajendran, Ramkumar/0000-0002-0411-1782; Wilson, Campbell/0000-0001-5144-411X",,,A Theory-Driven Approach to Predict Frustration in an ITS,,,,,,,,IEEE TRANSACTIONS ON LEARNING TECHNOLOGIES,,,,6,4,,,378,388,,,,10.1109/TLT.2013.31,,,,,,,Article,OCT-DEC 2013,2013,"The importance of affect in learning has led many intelligent tutoring systems (ITS) to include learners' affective states in their student models. The approaches used to identify affective states include human observation, self-reporting, data from physical sensors, modeling affective states, and mining students' data in log files. Among these, data mining and modeling affective states offer the most feasible approach in real-world settings, which may involve a huge number of students. Systems using data mining approaches to predict frustration have reported high accuracy, while systems that predict frustration by modeling affective states, not only predict a student's affective state but also the reason for that state. In our approach, we combine these approaches. We begin with the theoretical definition of frustration, and operationalize it as a linear regression model by selecting and appropriately combining features from log file data. We illustrate our approach by modeling the learners' frustration in Mindspark, a mathematics ITS with large-scale deployment. We validate our model by independent human observation. Our approach shows comparable results to existing data mining approaches and also the clear interpretation of the reasons for the learners' frustration.",,,,,,,,,15,2,0,0,0,0,17,,,1939-1382,,,,,,,,"Indian Inst Technol, IITB Monash Res Acad, Bombay 400076, Maharashtra, IndiaMonash Univ, Melbourne, Vic 3004, AustraliaIndian Inst Technol, Dept Comp Sci & Engn, Bombay 400076, Maharashtra, IndiaIndian Inst Technol, Bombay 400076, Maharashtra, IndiaMonash Univ, Fac Informat Technol, Melbourne, Vic 3004, Australia",,,,2014-01-15,WOS:000328694400008,
J,"Giarola, Sara; Kell, Alexander; Sechi, Sonja; Carboni, Mattia; Dall-Orsoletta, Alaize; Leone, Pierluigi; Hawkes, Adam",,,,"Hawkes, Adam/F-6631-2012","Hawkes, Adam/0000-0001-9720-332X; /0000-0002-0233-6646; Dall-Orsoletta, Alaize/0000-0001-6602-4185",,,Sustainability Education: Capacity Building Using the MUSE Model,,,,,,,,ENERGIES,,,,16,14,,,,,5500,,,10.3390/en16145500,,,,,,,Article,JUL 2023,2023,"Education for sustainable development has among its pillars, capacity building, which equips future generations with the set of skills needed to face the challenge of the transformation of society for sustainable development. This paper presents a training course for a novel model of long-term energy planning (the ModUlar energy system Simulation Environment, MUSE), as an example of capacity building activities for sustainable development. The activities were part of the Joint Summer School on Modelling Tools for Sustainable development, held in Trieste (Italy) in 2022. This summer school was one of the first successful implementations of education and training courses in a super-hybrid mode in the post-COVID era. Describing the training activities for MUSE open-source, this paper addresses one of the challenges that education for sustainable development is expected to increasingly face in the future: the training of future professionals in the use of novel toolkits and the implementation of truly trans-disciplinary approaches.This paper discusses the pre-school online training course for MUSE, the summer school contents, and some student modeling outcomes. While doing so, it shows the importance of leveraging the abstract contents of a course with practical exercises when learning a new tool. Reflecting upon the students' experience, this paper draws conclusions that can be used to improve future editions of the same course and be extended to the design of training courses for other tools.",,,,,,,,,0,0,0,0,0,0,0,,,,1996-1073,,,,,,,"Politecn Milan, Dept Management Engn, I-20141 Milan, ItalyEuropean Inst Econ & Environm, Via Bergognone 34, I-20144 Milan, ItalyImperial Coll London, Dept Chem Engn, London SW7 2AZ, EnglandPolitecn Torino, DENERG Dept EnergyGalileo Ferraris, Corso Duca Abruzzi, I-10129 Turin, ItalyDept Ind Engn, Via Marzolo,9, I-31131 Padua, ItalyUniv Minho, Algoritmi Res Ctr LASI, Campus Azurem, P-4800058 Guimaraes, Portugal",European Inst Econ & EnvironmDept Ind Engn,,,2023-08-16,WOS:001038597000001,
J,"Bormann, Helge; Caspari, Oliver",,,,"Bormann, Helge/C-1880-2008","Bormann, Helge/0000-0001-7740-4554",,,On the Value of Hydrological Models Developed in the Context of Undergraduate Education for Discharge Prediction and Reservoir Management,,,,,,,,WATER RESOURCES MANAGEMENT,,,,29,10,,,3569,3584,,,,10.1007/s11269-015-1015-x,,,,,,,Article,AUG 2015,2015,"A conceptual hydrological catchment model called 'student model' is introduced which has been interactively developed within an undergraduate course on hydrological modelling at Siegen University (BSc Civil Engineering). After successful model calibration and model validation to a German mesoscale catchment, the 'student' model is applied to quantify the impact of regional climate change scenarios on the water budget of the Wiehl drinking water reservoir. The simulation results show that the conceptual 'student model' performs well for both calibration and validation periods. It well represents the variability in water flows at different timescales and therefore has the potential to be used for scenario analysis. The 'student model' shows a comparable reaction to climate change scenarios as sophisticated hydrological catchment models did which were applied to neighboured catchments in North Rhine-Westphalia based on the same underlying parent scenarios. The magnitude of the simulated climate impacts on seasonal water balances and extreme flows indicates that current reservoir management needs to be adjusted to the projected variability of inflows to the reservoir. Despite its simplicity, the 'student model' can have a high value for reservoir management. It well represents the inflow into the reservoir based on available data and provides a reliable estimate of climate change impacts, indicating the necessity of adjustment of the operation rules in the future. At the same time it remains transparent to the model users, offering a simple but realistic training tool for the generation of reservoir inflow time series. It therefore can contribute to the solution of recent hydrological and water management problems. Restrictions of such models are due to the lumped nature and the limited applicability for a priori predictions.",,,,,,,,,1,0,0,0,0,0,1,,,0920-4741,1573-1650,,,,,,,"Jade Univ Appl Sci, Dept Res & Knowledge Transfer, D-26121 Oldenburg, GermanyUniv Siegen, Dept Civil Engn, D-57068 Siegen, Germany",,,,2015-07-22,WOS:000357345300007,
J,"Campbell, Todd; Oh, Phil Seok; Maughn, Milo; Kiriazis, Nick; Zuwallack, Rebecca",,,,,,,,"A Review of Modeling Pedagogies: Pedagogical Functions, Discursive Acts, and Technology in Modeling Instruction",,,,,,,,EURASIA JOURNAL OF MATHEMATICS SCIENCE AND TECHNOLOGY EDUCATION,,,,11,1,,,159,176,,,,,,,,,,,Review,FEB 2015,2015,"The current review examined modeling literature in top science education journals to better understand the pedagogical functions of modeling instruction reported over the last decade. Additionally, the review sought to understand the extent to which different modeling pedagogies were employed, the discursive acts that were identified as important, and the technology leveraged in the pursuit of engaging students in developing and using models. After narrowing from 783 articles originally identified with an abstract keyword search, the literature review included a database of 81 research articles whose abstracts revealed a focus on modeling as an instructional intervention and contained learner modeling. A multistage process was then completed whereby each article was read and information from the articles were identified and discussed among a group of five researchers. The most salient findings identified in the research included (a) conceptual understanding was the most common pedagogical function identified for modeling, while developing facility and understanding of science practices was identified least often, (b) Expressive modeling was the most frequently used and sequences which connected Exploratory and Experimental modeling were the most frequently observed combination of modeling pedagogies, (c) the most important discursive acts identified as important were scientific reasoning, explanation, and peer-to-peer collaborative/cooperative learning, and (d) technology was used in approximately one-half of the research reviewed, with Expressive and Exploratory modeling pedagogies found most often supported or mediated by technology.",,,,,,,,,28,0,0,2,0,0,30,,,1305-8215,1305-8223,,,,,,,"Univ Connecticut, Storrs, CT 06269 USAGyeongin Natl Univ Educ, Inchon, South KoreaUtah State Univ, Logan, UT 84322 USAUniv Massachusetts Dartmouth, N Dartmouth, MA USA",Gyeongin Natl Univ Educ,,,2015-04-29,WOS:000352197500014,
J,"Al-Shanfari, Lamiya; Epp, Carrie Demmans; Baber, Chris; Nazir, Mahvish",,,,"Epp, Carrie Demmans/AAH-3454-2020; Baber, Chris/A-7412-2014","Epp, Carrie Demmans/0000-0001-9079-4921; Baber, Chris/0000-0002-1830-2272; Al-Shanfari, lamiya/0000-0002-1405-1824",,,Visualising alignment to support students' judgment of confidence in open learner models,,,,,,,,USER MODELING AND USER-ADAPTED INTERACTION,,,,30,1,,,159,194,,,,10.1007/s11257-019-09253-4,,,,,JAN 2020,,Article,MAR 2020,2020,"Knowledge monitoring is a component of metacognition which can help students regulate their own learning. In adaptive learning software, the system's model of the student can be presented as an open learner model (OLM) which is intended to enable monitoring processes. We explore how presenting alignment, between students' self-assessed confidence and the system's model of the student, supports knowledge monitoring. When students can see their confidence and their performance (either combined within one skill meter or expanded as two separate skill meters), their knowledge monitoring and performance improves, particularly for low-achieving students. These results indicate the importance of communicating the alignment between the system's evaluation of student performance and student confidence in the correctness of their answers as a means to support metacognitive skills.",,,,,,,,,2,0,0,0,0,0,2,,,0924-1868,1573-1391,,,,,,,"Coll Appl Sci, Dept Informat Technol, Salalah, OmanUniv Alberta, Dept Comp Sci, EdTeKLA Res Grp, Edmonton, AB, CanadaUniv Birmingham, Sch Comp Sci, Birmingham, W Midlands, EnglandUniv Birmingham, Sch Engn, Birmingham, W Midlands, England",Coll Appl Sci,,,2020-01-30,WOS:000508689600001,
J,"McCutcheon, Livia R M; Whitcomb, Kathryn; Cox, Craig D; Klein, Mary S; Burley, Hansel; Youngblood, Terrance; Raehl, Cynthia",,,,,"Klein, Mary/0000-0002-7070-8202",,,Interprofessional objective structured teaching exercise (iOSTE) to train preceptors.,,,,,,,,Currents in pharmacy teaching & learning,,,,9,4,,,605,615,,,,10.1016/j.cptl.2017.03.023,,,,,,,"Journal Article; Research Support, Non-U.S. Gov't",2017-07,2017,"BACKGROUND AND PURPOSE: Interprofessional education (IPE) is important in the education of all health care students, yet limited IPE training has been provided to preceptors who train these students in the clinical setting. Simulation using the standardized student model has been used to train health care preceptors in medicine. To our knowledge, there are no reports utilizing interprofessional objective structured teaching exercises (iOSTE) to train pharmacy preceptors. The primary objectives of this pilot study were to evaluate the effects of iOSTE on the pharmacy preceptors' perceived importance of the Interprofessional Education Collaborative (IPEC) core competencies and confidence in precepting interprofessional students. Additionally, data were collected regarding pharmacy preceptors' prior experiences in simulation and debriefing.EDUCATIONAL ACTIVITY AND SETTING: Preceptors (n=23) participated in an iOSTE and debriefed with trained standardized nursing and pharmacy students caring for a trained standardized asthma patient.FINDINGS: Pre- versus post-iOSTE survey data showed statistically significant improvements in all self-confidence related items, including the following abilities: precept students from different disciplines (p=0.004), facilitate a simulation activity (p=0.001), conduct the debriefing process (p<0.001), and discuss with students the IPE core competencies (p=0.001). Additionally, responses to post-iOSTE survey questions assessing the learning activity showed high ratings (median=5, interquartile range=4 to 5). Pharmacy preceptors increased their teaching ability and confidence level in communicating with students from other health care professions.SUMMARY: These findings indicate that iOSTE is a useful and well-received method for preceptor development.",,,,,,,,,7,0,0,0,1,1,7,,,,1877-1300,,,,,,,"Wilkes University, Nesbitt College of Pharmacy, Department of Pharmacy Practice, 84 W. South Street, Wilkes-Barre, PA 18766, United States. Electronic address: livia.mccutcheon@wilkes.edu.Texas Tech University Health Sciences Center School of Pharmacy, Texas Tech University Health Sciences Center School of Nursing, Simulation Center, 1674 Pine Street, #2508, Abilene, TX 79601, United States. Electronic address: kathryn.whitcomb@ttuhsc.edu.Texas Tech University Health Sciences Center School of Pharmacy, Department of Pharmacy Practice, 3601 4th Street MS 8162, Lubbock, TX 79430, United States. Electronic address: craig.cox@ttuhsc.edu.Texas Tech University Health Sciences Center School of Pharmacy, Department of Pharmacy Practice, 1718 Pine Street, Abilene, TX 79601, United States. Electronic address: mary.klein@ttuhsc.edu.Texas Tech University College of Education, Department of Educational Psychology and Leadership, 3008 18th Street, Lubbock, TX 79409, United States. Electronic address: hansel.burley@ttu.edu.Texas Tech University College of Education, Department of Educational Psychology and Leadership, 3008 18th Street, Lubbock, TX 79409, United States. Electronic address: terrance.youngblood@ttu.edu.Texas Tech University Health Sciences Center School of Pharmacy, Department of Pharmacy Practice, 1718 Pine Street, Abilene, TX 79601, United States. Electronic address: cynthia.raehl@ttuhsc.edu.",,,,2018-01-08,MEDLINE:29233433,29233433
J,"Buyrukoglu, Selim",,,,,,,,A novel color labeled student modeling approach using e-learning activities for data mining,,,,,,,,UNIVERSAL ACCESS IN THE INFORMATION SOCIETY,,,,22,2,,,569,579,,,,10.1007/s10209-022-00894-8,,,,,JUN 2022,,Article,JUN 2023,2023,"Student modeling approaches are important to identify students' needs, learning styles, and to monitor their improvements for individual modules. Lecturers may incorrectly identify the students' needs and learning styles based on solely an exam grade or performance in the class. In doing so, students need to be classified using more parameters such as e-learning activities, attendance to virtual live class (for theory and practice) and submission time of the assignment, etc. This study proposes a novel color-labeled student modeling/classification approach using e-learning activities to identify students' learning styles and to monitor students' weekly improvements for individual modules. A novel Student Classification Rate (SCR) formula was created by combining three stages including pre-study stage, virtual_class stage, and virtual_LAB_class stage. In the evaluation part of the SCR, Artificial Neural Network and Random Forest algorithms were employed based on two different feature sets for an Object-Oriented Programming Module. Feature set 1 consisted of a combination of e-learning and regular data while the feature set 2 was referred as the combination of the SCR and the regular data. Random Forest yielded the lowest MAE (0.7) by using feature set 2. Also, the majority of the students' (81%) learning styles referred to attending the live virtual class. Students' weekly learning progress was also monitored successfully since the Pearson correlation was measured as 0.78 with the 95% confidence interval between the mean of SCR and lab grades. Additionally, SCR used for two more different modules yielded convincing results in the determination of students' learning styles. The obtained results reveal that the proposed SCR approach has significant potential to correctly classify students, identify students' learning styles, and help the lecturer to monitor the students' weekly progress. Finally, it seems that SCR would have a significant impact on improvement of students learning.",,,,,,,,,2,0,0,0,0,0,2,,,1615-5289,1615-5297,,,,,,,"Cankiri Karatekin Univ, Fac Engn, Dept Comp Engn, TR-18100 Cankiri, Turkey",,,,2022-07-03,WOS:000817069800001,35789755
